10k,name,division,25k,gender,age,official,bib,genderdiv,ctz,35k,overall,pace,state,30k,5k,half,20k,country,city,40k
44.82,"Pereira, Luis Ramada",678,115.92,M,59,224.77,34850,9353,,179.17,13839,8.58,,145.85,22.47,95.72,90.52,POR,Lisbon,213.33
65.10,"Wetmore, Brenton",5306,173.48,M,31,308.48,34851,15709,,253.95,27951,11.77,VA,213.92,32.50,143.08,135.82,USA,Arlington,292.85
57.42,"Ahern, Daniel P.",4980,155.70,M,21,288.27,34852,14691,,229.08,25889,11.00,MA,191.52,28.82,127.72,121.07,USA,Brighton,271.55
70.32,"Marshall, Jason F.",5647,187.55,M,36,337.32,34853,16697,,272.63,29959,12.87,MA,230.12,34.48,154.92,147.28,USA,Boston,317.82
66.30,"Johnston, Kaitlyn K.",6717,200.40,F,27,360.90,34854,13824,,302.12,30973,13.77,MA,254.88,30.93,158.70,150.72,USA,Boston,345.68
65.85,"Borowski, Kristin",6418,184.32,F,33,335.97,34855,13221,,273.22,29871,12.82,MA,226.50,30.93,149.28,141.75,USA,Grafton,317.25
64.18,"Decamara, Matthew",2515,173.57,M,44,335.88,34856,16647,,265.52,29867,12.82,PA,216.37,30.65,142.55,135.20,USA,Dresher,316.80
67.65,"Collins, Michael J.",1651,175.23,M,55,328.98,34857,16445,,265.47,29446,12.55,NJ,221.17,33.10,144.45,136.83,USA,Jackson,310.13
53.88,"Loveless, Christopher S.",1934,137.35,M,43,248.52,34858,11880,,202.77,19747,9.48,CT,170.17,27.23,114.72,108.33,USA,Cos Cob,235.70
76.72,"Kendrick, Paul",2522,195.02,M,44,337.20,34860,16694,,278.48,29955,12.87,,236.80,38.22,163.73,155.15,NZL,Auckland,320.13
48.65,"Harris, Daniel J.",1733,122.63,M,42,230.92,34861,10071,GBR,185.58,15544,8.82,MI,150.75,24.78,102.72,97.25,USA,Rochester Hills,218.67
59.52,"Ryan, Alexandra J.",1640,152.27,F,48,265.07,34862,9481,,218.18,22671,10.12,,185.25,29.50,127.98,121.28,AUS,Northcote,250.77
54.90,"Fowler, Kristen N.",4198,139.55,F,31,249.10,34863,7938,,202.77,19875,9.52,NC,170.55,27.43,116.58,110.32,USA,Teachey,234.90
61.13,"Deleski, Madeline E.",1141,159.82,F,54,283.72,34864,10912,,231.73,25323,10.83,GA,196.12,30.17,133.45,126.68,USA,Smyrna,267.58
54.45,"Peters, Bob",2077,136.63,M,47,239.40,34865,11121,,194.33,17938,9.13,NJ,164.90,26.60,115.18,109.17,USA,Rumson,225.38
79.13,"Ayres, Ann Marie",1466,-,F,54,386.98,34866,14142,,313.12,31551,14.77,CA,262.40,37.12,178.35,169.00,USA,Livermore,364.23
58.45,"Rabell, Francisco",2328,170.20,M,52,326.25,34867,16353,ESP,262.43,29270,12.45,FL,215.85,28.87,137.68,129.83,USA,Coral Gables,307.87
54.87,"Ciaglo, Gregory J.",2041,143.85,M,40,260.67,34868,12866,,211.42,21979,9.95,MA,176.88,27.33,119.63,113.77,USA,Somerville,245.92
70.73,"Skudlark, Ann E.",672,187.58,F,58,330.43,34869,13051,,271.63,29541,12.62,CA,228.70,34.37,154.95,147.07,USA,San Ramon,311.93
66.57,"Davis, Janine",6433,185.50,F,32,336.70,34870,13245,,276.20,29912,12.85,MA,228.78,31.37,151.82,143.85,USA,Boston,319.98
69.67,"Cosentino, Tina L.",2199,193.40,F,45,351.55,34871,13639,,285.08,30658,13.42,MA,238.80,32.95,161.42,153.27,USA,Medfield,331.13
42.78,"Hunt, Andrew",2319,107.53,M,30,189.17,34872,3638,,154.62,3963,7.22,,130.92,21.60,90.05,85.28,BER,Hamilton,178.83
59.03,"Roberts, Susanne M.",5652,164.78,F,30,296.97,34873,11720,,244.02,26910,11.33,MA,203.55,28.65,132.35,124.75,USA,Boston,281.25
66.60,"Holland, Alison",6369,184.52,F,39,333.38,34874,13144,,276.08,29723,12.72,MA,230.72,32.90,145.52,137.53,USA,Stoneham,316.08
56.78,"Smith, Annai",1815,151.00,F,40,279.42,34875,10583,,226.48,24723,10.67,UT,188.07,28.23,124.93,118.18,USA,Nibley,262.97
65.08,"Roberts, Lisa",2024,166.30,F,44,309.80,34876,12301,,248.68,28072,11.82,MA,204.08,30.27,136.22,129.28,USA,Roslindale,293.03
60.68,"Gullotti, Jon",2013,147.00,M,44,257.42,34879,12581,,211.57,21380,9.83,MA,178.37,31.03,124.43,118.18,USA,Peabody,243.32
58.77,"Gagne, Peter",4812,150.63,M,28,279.77,34880,14165,,226.87,24779,10.68,MA,186.02,30.58,123.75,117.27,USA,Brighton,264.82
54.78,"Winslow, Tanya J.",1474,140.00,F,44,252.58,34881,8322,,205.90,20535,9.65,UT,173.27,27.48,116.23,110.15,USA,Providence,237.85
58.82,"Gerhardt, Wayne",1958,143.20,M,50,266.93,34883,13325,,203.68,22957,10.18,MA,172.75,29.68,121.35,115.33,USA,Chelmsford,252.42
59.72,"Love, Robert B.",5174,161.90,M,26,299.63,34884,15339,,244.75,27204,11.43,MA,205.52,30.52,132.75,125.43,USA,Charlestown,284.10
71.40,"Preston, Katie B.",6173,174.62,F,34,321.08,34886,12748,,261.60,28939,12.25,GA,216.43,38.10,146.80,139.30,USA,Roswell,303.25
56.92,"Shipley, Kelly",5410,159.60,F,36,288.08,34887,11188,,236.23,25863,11.00,UT,197.95,28.00,128.00,121.28,USA,Wellsville,272.98
63.90,"Annear, Stephen B.",4807,162.13,M,29,279.50,34888,14146,,233.03,24733,10.67,MA,197.40,30.72,136.75,130.27,USA,Somerville,265.78
60.28,"Nanos, Janelle",5036,157.92,F,33,275.57,34889,10312,,226.72,24224,10.52,MA,191.72,28.93,132.08,125.00,USA,Cambridge,261.45
62.82,"Spies, Frederic Jr.",899,162.10,M,61,299.87,34890,15349,,238.22,27232,11.45,AR,200.70,30.28,135.77,128.58,USA,Fayetteville,279.85
58.43,"Donovan, Courtney H.",4487,147.02,F,31,258.15,34891,8874,,211.67,21522,9.85,MA,179.15,29.08,123.40,117.17,USA,Somerville,244.73
60.15,"Davis, Rebecca",5173,159.58,F,35,280.35,34893,10648,,232.70,24846,10.70,MA,195.38,30.10,132.27,125.62,USA,Milton,266.63
65.82,"King, Erica",2075,178.15,F,49,316.52,34894,12562,,261.55,28596,12.08,,217.62,31.72,148.33,140.93,AUS,Melbourne,300.48
49.02,"Kluesener, Heinz-Juergen",1683,127.12,M,52,241.60,34895,11313,,192.60,18419,9.22,,155.95,24.45,106.15,100.55,GER,Stade,227.97
56.48,"Daehling, Wilfried",2325,144.13,M,49,261.93,34896,12953,,212.27,22157,10.00,,176.83,27.90,120.12,114.02,GER,Gluecksburg,246.78
64.93,"Lieb, Martin-Stefan M.",2683,169.95,M,48,304.77,34897,15549,,248.90,27646,11.63,,209.22,32.58,141.73,134.57,GER,Hamburg,287.65
64.97,"Bless-Lieb, Beatrix-Karola",1273,169.97,F,52,304.78,34898,12100,,248.92,27650,11.63,,209.25,32.20,141.75,134.55,GER,Hamburg,287.68
58.63,"Elliott, Lisa",4311,145.77,F,36,252.10,34900,8277,,206.20,20451,9.62,MA,175.57,29.23,123.13,116.88,USA,Beverly,237.43
81.32,"Wood, Amy M.",6926,-,F,35,402.17,34901,14246,,331.02,31731,15.37,MA,277.52,39.45,186.98,176.22,USA,Salem,381.67
47.55,"Rosauer, Matt",3588,123.03,M,39,217.62,34902,8393,,176.53,11662,8.32,WA,149.22,24.07,103.70,98.45,USA,Seattle,205.08
62.07,"Carpino, Robert",2272,166.42,M,52,315.77,34903,16006,,253.18,28537,12.05,NH,207.55,30.55,137.15,129.63,USA,Nashua,297.17
62.05,"Carpino, Christian",5431,166.42,M,22,315.77,34904,16007,,253.15,28539,12.05,NH,207.53,30.53,137.13,129.63,USA,Nashua,297.15
54.82,"Beck, Ryan H.",2011,137.85,M,42,257.35,34906,12575,,199.35,21369,9.82,UT,167.07,27.50,115.68,109.87,USA,Lehi,239.90
54.83,"Beck, Nichole M.",4465,137.83,F,37,257.35,34907,8795,,199.83,21371,9.82,UT,167.07,27.50,115.73,109.90,USA,Lehi,239.93
62.53,"Andrews, Jaime E.",6105,170.10,F,36,318.58,34908,12636,,260.08,28749,12.17,MA,213.30,31.23,139.55,131.63,USA,East Boston,303.40
59.47,"Manning, Erin M.",4873,152.92,F,20,270.48,34909,9932,,220.75,23524,10.32,MA,185.90,29.53,128.40,121.83,USA,Shrewsbury,256.00
58.63,"Pool, Hank",1992,145.68,M,40,255.58,34910,12447,,206.07,21071,9.75,CO,175.13,29.47,122.87,116.57,USA,Englewood,239.88
58.65,"Martin, Jim",554,145.68,M,63,253.27,34911,12254,,206.07,20648,9.67,CO,175.13,29.48,122.87,116.57,USA,Boulder,239.90
53.27,"Torres, Ted A.",4108,131.33,M,31,242.58,34912,11391,,192.53,18610,9.27,NY,160.27,27.15,110.28,104.58,USA,New York,228.32
55.27,"Olsen, Tandy",2030,137.48,M,45,237.22,34913,10829,,195.05,17325,9.05,UT,165.37,27.83,116.27,110.13,USA,Hyde Park,224.22
60.10,"Knecht, Noel J.",2030,168.98,F,45,308.25,34914,12233,,252.08,27932,11.77,AR,209.83,28.67,139.43,131.55,USA,Bentonville,290.58
62.53,"Congdon, Julia A.",6104,170.10,F,25,318.58,34915,12635,,260.08,28748,12.17,MA,213.30,31.23,139.53,131.63,USA,Boston,303.40
60.97,"Boyle, Connor W.",4847,152.78,M,30,281.40,34916,14266,,226.90,24984,10.73,NH,186.58,30.82,128.47,121.87,USA,Dover,264.50
55.23,"Mohnkern, Jodie L.",1235,137.32,F,41,239.75,34917,6872,,194.55,18019,9.15,PA,165.60,27.75,115.62,109.63,USA,Mercer,224.85
48.60,"Phelan, Sarah M.",2095,122.08,F,36,215.43,34918,2904,,174.35,10963,8.22,OR,147.42,24.17,103.05,97.73,USA,Portland,203.70
56.17,"Wrensch, Kathleen A.",1096,138.15,F,42,234.87,34919,6128,,193.70,16677,8.97,MO,165.58,28.07,116.83,110.97,USA,Carl Junction,221.85
53.75,"Keane, Danielle F.",5361,154.90,F,33,286.30,34920,11082,,235.28,25650,10.93,MA,192.35,27.20,125.80,116.63,USA,Northbridge,272.57
76.35,"Schmidt, Kim",2271,213.08,F,45,389.42,34922,14161,,318.80,31585,14.87,MA,265.97,36.18,171.52,161.43,USA,Worcester,369.52
59.60,"Rady, Michael",2245,151.50,M,42,285.42,34923,14504,,225.47,25536,10.90,MD,183.78,29.47,127.37,120.72,USA,Ellicott City,267.72
58.70,"Filteau, Remy",2056,146.82,M,43,261.92,34924,12951,CAN,213.22,22153,10.00,MA,178.63,28.42,122.77,116.43,USA,Newton,247.67
42.93,"Henry, John-Paul",2017,106.42,M,31,184.78,34925,2972,,152.18,3178,7.05,WV,129.07,22.18,89.63,85.00,USA,Wheeling,174.82
56.92,"Reed, Ryan D.",2453,156.08,M,46,273.25,34926,13784,,224.97,23937,10.43,UT,189.97,27.53,128.22,121.37,USA,North Logan,259.40
64.57,"Thompson, Chuck",2265,170.55,M,54,313.28,34928,15922,,254.28,28354,11.95,MA,213.58,31.60,141.93,134.52,USA,Andover,295.30
61.30,"Inoue, Mikio",1678,162.95,M,58,336.85,34929,16676,,260.30,29925,12.85,,208.37,30.28,132.20,124.77,JPN,Aichi Prefecture,312.38
71.50,"Trovato, Liz",6346,193.47,F,29,331.82,34930,13096,,275.67,29636,12.67,MA,234.72,33.47,159.83,151.13,USA,Boston,316.15
49.28,"Kawamoto, Takeshi",1753,119.52,M,46,224.32,34931,9298,,180.27,13704,8.57,,149.27,25.33,101.03,95.93,JPN,Tokyo,209.92
62.32,"Chiba, Masaru",4852,154.63,M,34,281.45,34932,14272,,227.37,24999,10.75,,189.33,31.63,130.10,122.98,JPN,Tokyo,265.57
63.85,"Namiki, Masao",462,174.32,M,65,327.45,34933,16394,,266.00,29347,12.50,,219.57,31.40,139.77,132.22,JPN,"Yokohama, Kanagawa",308.95
64.25,"Nakanishi, Hiroshi",1450,159.03,M,56,284.83,34934,14470,,229.63,25464,10.87,,193.97,32.40,134.57,127.47,JPN,Tokyo,267.72
63.77,"Goto, Masaru",4873,163.88,M,34,282.48,34935,14337,JPN,233.75,25158,10.78,NY,198.22,31.65,136.92,129.82,USA,New York,267.78
61.70,"Kameda, Nobuo",386,159.60,M,65,297.27,34936,15213,,243.65,26951,11.35,,199.17,30.95,132.03,124.38,JPN,Tokyo,280.97
61.68,"Hasegawa, Fukuo",947,158.20,M,60,311.07,34937,15830,,244.03,28183,11.87,,199.38,30.97,131.60,124.35,JPN,"Sanjo, Niigata",290.20
58.05,"Hearn, Sandra",1030,140.92,F,48,238.30,34938,6670,,197.35,17636,9.10,,168.67,29.48,119.45,113.65,AUS,Melbourne,225.67
53.42,"Witte, Jan P.",4310,135.92,M,36,254.03,34939,12330,,202.40,20805,9.70,,168.95,26.60,113.08,107.10,GER,Berlin,238.30
53.42,"Ikawa-Witte, Florah G.",4376,135.92,F,34,254.05,34940,8476,KEN,202.40,20806,9.70,,168.95,26.60,113.08,107.10,GER,Berlin,238.30
55.87,"Modrok, Alfred",1763,140.80,M,53,247.32,34941,11780,,201.68,19539,9.43,,170.87,27.85,118.52,112.10,GER,Tutzing,232.87
56.52,"Kuschelewski, Michael",1235,143.52,M,58,257.93,34942,12624,,208.00,21473,9.85,,174.12,28.08,119.73,113.42,GER,Mannheim,242.57
56.73,"Berlinger, Adolf",1173,142.00,M,57,253.57,34943,12281,,205.85,20702,9.68,,173.32,28.58,119.00,112.90,AUT,Ulrichsberg,238.93
52.97,"Brockmeyer, Paul H.",2115,134.32,M,49,242.77,34944,11406,,197.07,18650,9.27,,164.65,26.93,112.25,106.28,GER,Steinhagen,229.53
46.65,"Paschinger, Siegfried",1389,121.60,M,47,212.28,34946,7595,,175.88,10018,8.10,,147.35,22.42,101.83,96.48,AUT,Aschach/Donau,201.23
54.78,"Anders, Peter",1307,141.38,M,56,265.93,34947,13243,,215.27,22789,10.15,,176.35,26.93,117.82,111.48,GER,Hannover,251.25
49.52,"Liebenow, Rainer",2037,124.87,M,46,237.40,34948,10863,,184.92,17393,9.07,,153.82,25.00,104.42,98.90,GER,Rheinfelden,221.00
65.47,"Just, Egbert",996,179.55,M,64,328.62,34949,16422,,268.12,29415,12.55,,223.82,31.87,148.58,140.60,GER,Essen,309.90
63.73,"Hollenberg, Antje",238,167.15,F,64,292.97,34950,11487,,240.80,26457,11.18,,203.53,30.83,139.20,131.93,GER,Bremen,277.15
65.78,"Gunst, Christiane",2103,176.28,F,47,322.73,34951,12814,,262.70,29068,12.32,,220.03,32.38,146.48,138.90,GER,Hallbergmoos,304.08
58.87,"Wagner, Antonius",2092,149.20,M,52,285.13,34952,14489,,219.73,25501,10.88,,181.53,29.03,125.38,118.73,GER,Friedrichsdorf,265.18
59.32,"Grenzfurtner, Doris",1140,155.27,F,54,283.52,34953,10898,,229.67,25295,10.82,,191.20,29.45,128.83,122.08,GER,Munchen,265.80
49.93,"Suarez Guerrero, Jesus R. Sr.",1713,123.65,M,47,223.12,34954,9147,VEN,179.00,13345,8.52,,150.08,25.30,103.95,98.62,CHI,Santiago De Chile,208.52
52.15,"Longabard, Fredric W.",1888,130.80,M,44,243.38,34955,11455,,191.85,18779,9.28,NC,159.88,26.03,109.72,104.05,USA,Raleigh,227.42
52.60,"Lawrence, Michael A.",1451,126.45,M,40,213.32,34956,7739,,176.87,10321,8.15,PA,150.60,26.65,107.18,101.92,USA,Chester Springs,202.07
71.52,"Buder, Kimberly",6585,193.48,F,28,347.22,34957,13548,,287.72,30495,13.25,MA,240.97,33.47,159.87,151.17,USA,Boston,330.35
61.23,"Wight, Henry",2812,172.12,M,46,335.20,34958,16632,,268.85,29830,12.80,CA,220.65,29.75,140.58,132.85,USA,San Jose,317.52
64.03,"Mitsuoka, Toshihiko",890,170.63,M,60,298.22,34959,15270,,250.65,27059,11.38,,208.52,32.02,142.58,135.02,JPN,"Shizuoka, Shizuoka",283.78
78.40,"Sumiyoshi, Masayoshi",155,-,M,72,397.40,34960,17471,,326.55,31689,15.17,,273.33,37.00,180.45,170.30,JPN,"Kawaguchi, Saitama",376.13
71.18,"Sugimoto, Haruhisa",498,191.78,M,69,352.00,34961,17030,,284.63,30679,13.43,,236.77,35.07,157.42,148.97,JPN,Tokyo,332.18
68.05,"Hamamoto, Hisamitsu",514,185.65,M,67,372.48,34962,17271,JPN,294.17,31255,14.22,GU,236.63,32.97,151.82,143.22,USA,Tamuning,350.07
76.17,"Geer, Elisabeth",6834,206.33,F,38,378.77,34963,14060,,306.67,31390,14.45,CA,256.10,37.03,170.22,160.93,USA,San Jose,356.20
46.62,"Hindson, Jessica",1366,118.15,F,27,207.78,34966,1784,,169.90,8613,7.93,,144.00,23.40,99.02,93.77,NZL,Christchurch,196.23
56.37,"Winter, Richard B.",4503,141.72,M,33,263.63,34967,13080,,209.17,22434,10.07,,172.80,28.25,119.12,112.82,NZL,Christchurch,247.92
64.52,"Reyes, Crystal F.",3638,141.57,F,30,235.85,34968,6295,,194.93,16958,9.00,NJ,168.00,38.22,121.30,115.77,USA,Hoboken,223.15
59.27,"Weil, Jennifer",1593,144.57,F,42,259.62,34969,9026,,209.83,21815,9.92,CT,175.62,30.25,121.68,115.65,USA,Westport,244.88
73.47,"Maholland, Shawn R.",2555,188.20,M,42,346.95,34970,16941,,283.75,30481,13.23,CA,236.12,40.23,153.07,144.98,USA,Hayward,329.85
51.23,"Kem, Sy Y.",4595,126.55,M,38,267.73,34971,13394,,216.48,23109,10.22,MA,168.18,26.30,105.33,99.85,USA,Lowell,251.42
62.43,"Panko, Adalberto",957,166.05,M,61,314.78,34972,15974,,252.87,28466,12.02,,206.58,30.15,137.05,129.68,BRA,Sao Paulo,296.78
64.23,"Toti Junior, Genecy",2156,164.50,M,51,293.58,34973,15004,,240.05,26534,11.20,,200.70,31.45,137.48,130.17,BRA,Piracicaba,277.80
47.07,"Fernandes, David Homsi",4080,125.23,M,37,240.90,34974,11250,,189.78,18277,9.20,,156.28,22.90,103.50,97.62,BRA,Sao Paulo,225.47
54.13,"Garcia, Marcelo",1948,139.00,M,51,265.72,34976,13228,,210.38,22757,10.15,,171.90,26.80,115.75,109.58,BRA,Belo Horizonte,247.37
57.18,"Franco, Mayra",1598,146.97,F,44,260.10,34977,9060,,213.35,21884,9.93,,179.58,28.67,122.47,116.07,BRA,Sao Paulo,246.07
52.85,"Fadel, Paulo",1376,131.05,M,52,227.52,34978,9662,,187.25,14614,8.68,,158.50,26.90,110.17,104.62,BRA,Curitiba,215.10
52.85,"Busato, Patricia",864,131.05,F,44,227.52,34979,4953,,187.18,14615,8.68,,158.52,26.90,110.17,104.60,BRA,Curitiba,215.07
49.12,"L'Abbate, Regis",788,122.23,M,51,208.90,34980,7027,,173.22,8962,7.98,,147.68,24.67,103.13,97.95,BRA,Belo Horizonte,197.95
62.05,"Coelho, Carlos A.",2293,164.60,M,50,319.17,34981,16136,,258.15,28808,12.18,MA,208.55,30.82,133.82,126.27,USA,Mattapoisett,301.38
48.53,"Slama, Serge Sr.",1787,125.27,M,40,235.30,34982,10598,,188.82,16801,8.98,,154.40,24.62,104.18,98.60,FRA,Maison,222.00
51.83,"Calippe, Denis",1299,144.95,M,55,264.35,34983,13138,,215.88,22555,10.08,,180.52,25.75,118.60,111.35,FRA,Paris,249.50
50.20,"Mirabel, Bruno",851,130.10,M,56,232.68,34984,10286,,189.85,16035,8.88,,159.63,24.50,108.85,103.03,FRA,Boulogne,218.82
62.62,"Convert, Pierre",1554,162.63,M,55,300.05,34985,15357,,238.37,27254,11.45,,199.40,30.85,135.92,128.63,FRA,Saint Raphael,280.77
62.75,"Convert, Danielle",608,162.77,F,57,300.05,34986,11897,,239.35,27251,11.45,,199.47,30.67,135.90,128.63,FRA,Saint Raphael,281.20
50.13,"Lagrave, Sebastien",1574,124.50,M,45,218.52,34987,8521,,178.65,11951,8.35,,150.68,24.72,104.95,99.65,FRA,Paris,206.25
65.65,"Maziere, Sandrine",2072,178.85,F,42,318.20,34988,12622,,259.10,28719,12.15,,218.10,31.57,149.48,141.35,FRA,Dainville,300.93
65.65,"Maziere, Frederic",2747,178.85,M,46,318.20,34989,16097,,259.17,28718,12.15,,218.10,31.57,149.48,141.35,FRA,Dainville,300.93
52.62,"Dimarellis, Serge",2588,139.08,M,47,291.12,34990,14872,,231.87,26259,11.12,,180.68,25.90,111.93,105.73,FRA,Vincennes,274.68
50.22,"Richard, Carinne",3485,129.08,F,39,233.42,34991,5858,,190.03,16220,8.92,,158.78,25.35,107.62,101.83,FRA,Paris,220.63
54.97,"Ert, Dirk",1625,136.87,M,50,238.33,34992,10972,,195.78,17648,9.10,,165.90,27.33,115.35,109.63,GER,Neupetershain,225.32
49.38,"Brinkhoff, Ralf",1740,125.52,M,44,231.77,34993,10172,,186.65,15792,8.85,,153.88,24.97,105.10,99.23,GER,Dortmund,217.70
64.83,"Buesse, Thomas",2137,164.07,M,53,290.15,34994,14813,,238.33,26150,11.07,,200.72,31.15,137.77,130.65,GER,Lingen,274.82
46.18,"Sindik, Kristijan",4850,153.57,M,38,281.42,34995,14270,,234.60,24991,10.73,,201.70,22.82,121.27,113.93,CRO,Split,267.35
59.17,"Scholz, Norbert",938,155.90,M,62,309.73,34996,15769,,244.80,28061,11.82,,197.78,29.50,128.93,121.98,GER,Leipzig,290.72
58.02,"Weber, Andrea",415,146.05,F,56,268.30,34997,9753,,215.15,23190,10.23,,178.30,29.25,122.55,116.18,GER,Leipzig,251.93
44.18,"Bornack, Olaf",550,111.53,M,45,193.60,34998,4429,,159.38,4944,7.40,,135.52,22.07,93.67,88.75,GER,Halle,182.97
58.02,"Gunst, Stefanie",5273,146.05,F,30,283.33,34999,10879,,220.53,25262,10.82,,180.72,29.23,122.55,116.18,GER,Leipzig,263.00
58.30,"Teklic, Jakov",932,150.72,M,63,308.28,35001,15700,CRO,229.20,27933,11.77,,190.22,29.00,123.72,116.93,GER,Wuppertal,282.25
57.90,"Riedl, Katharina",1725,151.15,F,40,270.90,35002,9966,,222.93,23582,10.33,,186.20,28.43,126.33,119.65,AUT,Wien,256.27
49.27,"Marcos, Ricardo",4164,131.80,M,38,245.57,35003,11644,,195.30,19226,9.37,,162.70,24.15,109.10,103.10,MEX,"San Pedro Garza Garcia, N.l.",230.22
50.95,"Gonzalez Cervantes, Roberto",4022,134.67,M,35,238.00,35004,10938,,195.02,17553,9.08,,164.00,25.65,112.30,106.28,MEX,"Puebla, Puebla",225.25
54.15,"Sanchez, Antonio",1962,136.52,M,42,251.90,35005,12158,,201.97,20414,9.62,,168.25,27.10,114.53,108.57,MEX,"Cd. Fortin, Veracruz",236.08
57.75,"Rizzo, Salvador",2119,148.10,M,52,287.80,35006,14663,,229.65,25829,10.98,,185.40,28.57,122.98,116.23,MEX,"San Pedro Garza Garcia, N.l.",270.90
59.77,"Rendon, Adrian",2066,154.27,M,53,281.17,35007,14251,,226.55,24953,10.73,,189.42,29.62,128.02,121.33,MEX,"Guadalupe, N.l.",264.07
51.68,"Cardoso, Ivan",2201,131.20,M,47,250.15,35008,12013,,206.00,20067,9.55,,166.13,25.75,109.80,103.95,BRA,Natal,237.18
48.83,"Hall-Nielsen, Peter",1937,124.33,M,54,264.28,35009,13129,,203.28,22542,10.08,,160.23,24.07,103.90,98.37,BRA,Belo Horizonte,245.93
51.12,"Iacoponi, Ruy Ferreira Jr.",961,128.40,M,55,237.58,35010,10884,,189.40,17438,9.07,,156.90,25.07,107.67,102.12,BRA,Sao Bernardo Do Campo,223.90
51.90,"Cruz, Carlos Henrique",1736,129.80,M,47,223.72,35011,9220,,183.33,13535,8.53,,156.07,26.57,109.62,103.90,BRA,Rio De Janeiro,211.43
53.42,"Bettini, Elisa",857,132.48,F,42,227.33,35012,4921,,187.62,14561,8.68,,159.45,26.97,111.73,105.92,ITA,Casalecchio Di Reno - Bo,215.37
54.05,"Ruiz, Joaquin",3787,133.53,M,33,227.53,35013,9664,,188.07,14622,8.68,,160.87,27.58,112.52,106.78,MEX,"Cordoba, Veracruz",215.03
53.83,"Alvarez Rocha, Jose",3981,131.83,M,37,236.35,35014,10719,,191.03,17099,9.02,,160.15,27.08,110.63,104.83,MEX,CORDOBA VERACRUZ,222.87
74.95,"Ganem, Jose",2898,207.02,M,47,385.23,35015,17392,,313.62,31521,14.70,,260.83,36.10,169.02,159.37,MEX,"Cd. Del Carmen , Campeche",363.45
58.82,"Gonzalez, Dayane",1867,150.75,F,40,285.37,35016,11030,,236.50,25528,10.90,,188.90,29.65,125.25,118.57,MEX,"Cd. Del Carmen , Campeche",270.27
63.57,"Garrido, Sergio",2542,184.78,M,43,345.13,35017,16889,MEX,281.12,30384,13.17,TX,233.78,30.57,150.20,140.80,USA,Sachse,326.93
55.98,"Barreda Vazquez, Ricardo",4097,139.48,M,38,242.08,35018,11348,,198.18,18505,9.23,,167.80,27.75,117.53,111.82,MEX,"Cordoba, Veracruz",228.72
66.47,"Vargas, Maria Eugenia",2157,186.45,F,49,336.57,35020,13237,,275.25,29903,12.85,,228.92,31.93,152.87,143.88,MEX,"Mexico, D.f.",319.27
68.80,"Monroy, Martha",2245,195.82,F,42,354.82,35021,13705,,289.57,30773,13.53,,239.63,32.48,158.05,148.43,MEX,"Mexico, D.f.",338.48
53.37,"Guerrero, Jorge Luis",2407,134.58,M,48,269.33,35022,13509,,201.43,23349,10.28,,164.80,26.72,113.13,107.22,MEX,"Mexico, D.f.",248.12
73.20,"Lopez Garcia, Sergio",491,193.23,M,69,348.20,35023,16965,,283.72,30540,13.28,,237.00,35.43,160.92,152.33,MEX,"Monterrey, N.l.",328.20
62.77,"Lopez Vallet, Sergio",2146,157.23,M,40,272.97,35024,13758,,226.92,23891,10.42,,192.17,30.83,132.08,125.82,MEX,"San Pedro Garza Garcia, N.l.",258.67
42.35,"Blee, Geoffrey M.",401,107.32,M,49,189.60,35025,3707,,153.78,4051,7.23,,130.12,21.23,-,85.52,BER,Hamilton,178.37
57.48,"Gowrie, Gemma A.",4363,144.65,F,31,253.82,35026,8445,GBR,208.47,20754,9.68,,176.13,28.88,121.83,115.62,BER,Hamilton,239.53
58.43,"Wagh, Sangeeta",1796,155.10,F,41,277.55,35027,10453,CAN,228.97,24490,10.60,,191.78,29.13,128.23,121.23,BER,Paget,262.93
57.48,"McGeever, Kevin K.",4393,144.60,M,34,258.30,35028,12665,GBR,208.40,21556,9.87,,175.42,28.88,121.83,115.58,BER,Pembroke,243.85
57.93,"Paolinelli, Alberto",2385,147.78,M,44,304.60,35029,15544,,222.33,27634,11.63,,183.32,29.03,122.90,116.45,ITA,Bologna,273.83
45.83,"Camozzi, Marco",1410,116.90,M,43,211.68,35030,7491,,171.38,9833,8.08,,143.37,22.83,98.30,93.12,ITA,Canegrate - Milano,198.90
49.37,"Cantoni, Marco",1640,122.68,M,44,223.85,35031,9240,,178.85,13575,8.55,,149.33,24.67,103.27,97.90,ITA,Brescia,209.97
60.73,"Chierici, Andrea",2327,169.42,M,50,325.98,35032,16346,,258.02,29257,12.43,,211.37,30.10,137.30,129.07,ITA,Milano,305.68
62.77,"Corra, Loredana",656,169.07,F,55,320.68,35033,12731,,263.85,28910,12.23,,213.03,30.17,138.17,130.48,ITA,Genova,302.87
62.77,"Robello, Mauro",447,168.33,M,65,320.68,35034,16179,,259.57,28909,12.23,,212.73,30.13,138.17,130.48,ITA,Genova,302.87
48.38,"Castillo Eguizabal, Javier",250,121.10,M,56,207.75,35035,6826,,171.33,8607,7.93,,146.02,24.53,102.23,97.07,ESP,Zaragoza,196.68
50.00,"D'Alia, Paolino",4293,127.73,M,38,252.95,35036,12237,,197.02,20600,9.65,,159.80,25.27,105.65,99.90,ITA,Saviano - Napoli,235.40
